gene_name	A2780_rep1	A2780_rep2	A2780_rep3	Acis_rep1	Acis_rep2	Acis_rep3
FLOT2	515	490	449	418	433	386
ERAL1	444	442	392	429	409	412
PRMT7	356	363	306	328	278	289
NIP7	502	517	451	464	541	470
TERF2	409	429	369	429	436	393
VPS4A	266	288	244	246	223	191
MTSS2	765	785	676	775	701	645
HSPA12B	0	1	0	7	3	3
ANKEF1	2	1	1	0	1	0
PCED1A	190	168	198	320	306	254
BTBD3	561	547	473	507	539	456
PCNA	550	511	500	549	557	497
NXT1	197	189	129	208	205	174
POLR3F	231	214	220	192	227	195
PTPRA	545	526	538	632	625	588
DAP3	673	649	596	629	680	621
KHDC4	760	742	704	650	665	621
NES	2539	2523	2211	818	722	726
BCAN	7	3	5	1	0	2
ARHGEF11	1570	1512	1317	1349	1343	1245
HAPLN2	2	2	2	2	1	2
DCAF8	515	476	439	417	413	367
SYT11	28	10	10	6	4	4
IGHMBP2	260	239	214	310	272	247
ACY3	3	3	2	0	0	0
TESMIN	62	59	47	31	22	22
MMACHC	310	330	313	315	298	292
DPH2	394	388	324	350	352	316
TOE1	258	266	228	306	310	288
NASP	1502	1504	1321	1122	1098	1041
MUTYH	174	179	153	117	98	102
CTNNBL1	359	319	328	373	383	383
LPIN3	290	265	246	136	121	108
ZSWIM3	21	29	16	11	8	5
RBM38	382	383	345	414	386	369
VSTM2L	7	2	4	15	15	19
OSER1	170	175	162	119	121	107
SERINC3	530	496	458	474	486	456
PPP1R3D	82	90	67	116	133	113
DMGDH	1	0	0	1	1	0
AP3B1	846	862	755	717	734	708
ZBED3	212	208	203	206	234	166
PATJ	177	159	122	139	148	140
KANK4	359	350	292	0	0	0
SYT4	14	9	14	0	0	1
FBXO44	203	182	158	122	137	102
CPLANE2	42	45	35	43	40	35
CASP9	94	95	70	131	128	114
DCTN4	613	576	518	444	459	438
PDE6A	0	0	2	1	0	0
ZMYM5	113	109	110	41	69	61
USPL1	374	346	315	151	184	170
XPO4	1379	1349	1207	700	727	707
POMP	279	270	236	166	183	161
CDK8	466	425	417	236	232	225
HMGB1P5	98	90	89	53	52	50
WASF3	790	714	701	310	310	280
CHRM3	1	2	2	0	0	0
MYH10	2660	2611	2395	2718	2655	2405
PEMT	155	139	125	120	123	120
SCO1	734	665	610	643	620	592
MPRIP	1238	1230	1031	1181	1140	1134
PIK3C2B	622	541	499	334	274	286
DSTYK	525	509	415	522	515	498
SLC41A1	872	864	806	926	833	777
TMCC2	58	46	50	43	24	31
DCLK1	27	10	22	0	0	0
CCNA1	7	2	5	0	0	0
COG6	124	124	98	68	78	62
SPART	148	126	129	157	173	161
TRPC4	613	596	555	0	0	1
POSTN	1695	1695	1482	56	53	56
RFXAP	93	92	98	29	25	18
TPT1	1087	1082	978	880	898	843
GPALPP1	231	242	212	119	113	126
RFC3	451	456	406	235	243	222
STARD13	6	8	1	0	1	0
IRS4	2	0	4	0	0	0
MORC4	136	147	133	306	331	273
BEX2	8	6	4	4	3	2
RNF128	1	5	2	0	0	0
GNG5P2	14	11	13	14	16	15
TBC1D8B	63	43	45	1	3	5
TCEAL4	272	273	261	249	232	261
BEX1	15	12	7	0	0	1
FAM104A	373	357	323	277	283	259
SLC39A11	90	81	65	167	153	151
EPHB2	12	10	12	144	137	135
SRRM1	1510	1453	1355	1230	1198	1142
BTBD2	471	486	428	461	442	388
PRAM1	4	4	2	1	2	2
KMT5C	183	171	168	148	144	141
ZNF414	133	131	93	149	133	97
HSPBP1	419	411	354	425	393	356
CSNK1G2	726	697	616	676	627	551
SLF1	454	426	388	315	360	343
CNDP2	767	738	643	706	710	661
MACROD1	89	68	71	106	103	102
WDR74	297	287	274	313	313	282
RTN3	590	589	471	525	557	492
PLAAT4	41	44	31	2	1	1
MYH11	19	26	20	1	0	1
CEP20	411	414	319	296	329	334
MED10	142	154	133	180	155	154
PDZD2	209	187	170	1	2	0
MORC2	675	688	589	521	485	458
LARGE1	6	7	7	13	15	13
GSTT2B	2	1	1	1	0	0
SLC2A11	137	114	100	61	39	50
C1QTNF6	89	80	82	41	41	44
ZDHHC8P1	185	166	156	81	74	43
ADCK2	143	148	150	235	234	237
MKRN1	422	427	374	476	431	438
AGAP3	577	555	478	687	649	527
KRBA1	179	192	156	170	153	142
ZNF767P	246	223	212	127	113	99
ACTR3B	153	149	144	113	122	124
NTS	366	382	336	6	4	6
BTG1	46	44	35	26	22	35
LRRIQ1	14	13	17	8	4	3
C12orf29	250	246	234	235	268	248
ATP13A3	1586	1662	1473	1352	1515	1330
TMEM254	138	124	116	83	68	81
TMTC1	63	63	51	2	8	7
KRAS	673	659	571	433	522	454
IPO8	611	600	553	561	608	535
LARS1	1323	1291	1150	1076	1044	980
IMPA1	299	334	277	347	408	375
LRRCC1	48	47	34	200	249	249
E2F5	332	343	275	333	404	338
CCDC59	321	319	283	235	238	227
SWAP70	529	476	458	321	313	319
ARNTL	14	13	13	8	13	19
AMPD3	5	1	1	0	0	0
SBF2	560	516	535	402	411	399
MICAL2	37	31	25	327	309	270
RRAS2	275	298	256	284	278	254
HSD17B4	527	544	447	467	496	438
ZFC3H1	1053	984	834	724	770	806
TEX15	1927	1904	1735	1927	2080	1986
SARAF	434	424	361	431	481	435
RNF122	11	12	13	24	22	17
DPF2	560	551	507	536	472	506
MEN1	568	510	461	540	494	464
ERG28	176	174	158	145	140	151
DGLUCY	304	309	285	211	188	162
UNC79	19	12	12	5	2	6
NUMB	386	430	397	440	469	434
COX16	37	28	27	21	16	18
TTC9	15	9	13	7	15	8
MED6	246	235	215	192	191	176
EIF2S1	840	806	782	769	758	743
ADAM20	3	6	6	2	1	2
LOXL2	635	648	569	353	296	279
ELP3	417	359	340	284	244	242
CTIF	329	311	308	350	334	256
MRO	5	2	2	2	1	1
MBD2	365	330	317	277	284	249
IER3IP1	197	197	187	145	161	156
MRPS36	98	117	93	73	83	83
CCNB1	696	699	615	642	644	626
CDK7	138	151	130	157	140	151
IRAK2	18	34	21	56	61	60
CAMK1	257	236	194	293	242	258
THUMPD3	502	494	424	326	362	330
VHL	665	664	560	569	576	512
BHLHE40	433	395	372	414	389	392
ARL8B	508	513	440	394	465	359
EDEM1	583	593	534	768	797	703
CNTN6	4	0	1	1	0	0
MEIS2	1227	1221	1098	1644	1675	1578
DPH6	159	162	153	132	118	148
KATNBL1	265	252	224	180	246	192
EMC7	210	193	177	191	199	192
GNAT2	1	2	0	0	0	0
GSTM1	86	72	57	86	80	92
PRPF38B	752	779	734	458	475	438
VAV3	245	256	221	0	0	0
PSRC1	369	342	315	180	172	166
PTPN22	1	1	1	1	0	0
SORT1	390	359	347	106	107	113
WNT2B	18	18	10	3	4	10
PTGFRN	1145	1145	1015	474	419	419
LAMTOR5	192	175	153	103	107	106
NOTCH2	1952	1887	1641	1259	1190	1136
TRIM45	94	81	93	23	30	27
CEPT1	283	305	247	145	183	158
CD101	12	5	7	3	1	0
AP4B1	150	163	101	88	97	79
NAPG	319	327	261	263	287	268
SPIRE1	541	539	501	657	634	595
PPHLN1	647	611	593	485	498	476
FKBP11	175	140	149	100	77	92
ARF3	968	892	831	715	761	700
TMEM106C	345	394	348	363	394	345
SLC38A2	1173	1154	1035	897	944	862
PLEKHA8P1	104	111	78	70	61	59
YWHAQ	816	808	725	569	589	523
KIDINS220	816	814	805	484	467	467
GRHL1	10	11	11	19	21	14
ROCK2	1378	1303	1221	1007	1027	1032
RSAD2	0	1	0	0	2	0
LPIN1	382	361	316	400	389	362
CMPK2	1	2	2	2	4	5
IAH1	3	4	0	0	1	1
LDHA	990	954	920	929	974	857
SAA2	3	3	4	0	0	0
ANO3	740	698	696	2	0	0
IL6ST	889	868	774	600	692	618
FST	1	3	4	0	2	1
NAV1	163	169	123	1104	1000	967
CDC73	1051	1057	987	810	891	836
TIMM17A	594	589	539	537	534	505
CRB1	4	1	1	0	1	1
RPS15A	237	206	207	216	220	213
NARS1	1238	1216	1103	929	964	869
RELCH	409	372	345	398	407	417
FBH1	696	710	646	548	518	500
RBM17	730	739	657	610	613	608
ANKRD16	128	135	132	170	169	157
IL15RA	86	98	82	109	84	91
CCNH	353	312	281	254	294	266
HRH4	0	0	1	1	0	0
TMEM241	161	134	121	207	173	196
KCTD1	177	189	163	136	115	113
CABLES1	82	101	79	191	181	154
EMP1	2011	1976	1857	1278	1267	1188
SOX5	28	21	29	0	2	1
RERG	56	43	34	0	1	1
SPX	18	19	19	0	1	1
LRP4	889	856	757	833	746	711
DDB2	293	294	270	254	214	204
ACP2	228	222	210	212	177	202
USP26	0	1	2	0	0	0
RTL8C	134	126	113	106	102	84
RBMX2	194	193	195	228	195	209
STK26	672	664	638	455	449	452
FOLH1B	35	42	39	0	0	0
PUM1	1247	1223	1101	1080	1118	1038
SPOCD1	29	14	17	11	13	6
YARS1	1312	1268	1213	1001	950	891
PHC2	457	398	395	389	403	356
CDCA8	451	460	413	346	339	307
GNL2	706	663	621	686	648	644
AGO4	159	173	178	88	74	89
BTF3L4	314	326	288	259	312	304
TUT4	1084	1034	990	854	922	830
PRPF38A	628	650	584	480	487	472
DSC2	70	61	60	1	0	1
DSG3	21	11	16	0	0	0
RNF138	223	237	270	195	220	200
ELP2	631	610	561	473	491	454
DSC1	64	81	63	0	0	0
DTNA	46	55	37	0	0	1
FHOD3	2	3	5	12	10	13
TPGS2	582	549	505	534	561	516
DAGLA	75	67	66	129	134	120
TIMM10	183	170	162	170	177	180
DHX34	657	576	499	666	624	565
APLNR	3	3	1	0	0	0
FADS2	1023	1042	903	135	120	125
TMEM258	181	164	153	148	135	129
TMEM165	431	409	382	352	403	356
CLOCK	945	897	846	956	1057	968
PDGFRA	1103	1075	922	19	20	12
GGACT	31	38	28	2	7	4
COL4A2	6	4	2	5	6	5
DZIP1	1061	1084	956	742	713	668
UBAC2	418	423	361	177	177	173
ARGLU1	833	817	769	497	507	466
BIVM	142	139	115	62	65	57
ERCC5	25	12	19	13	10	17
TPP2	1019	1017	918	535	541	552
POGLUT2	179	175	150	116	101	109
CARS2	504	486	439	338	287	287
ARHGAP32	465	431	417	383	343	297
STT3A	990	1015	893	1001	1040	956
ACRV1	0	0	0	1	1	2
ETS1	1	1	5	0	0	0
SLC37A2	1	1	2	2	1	0
TMED7	352	388	336	256	348	295
APC	858	869	827	686	670	717
NREP	374	347	303	238	244	228
WDR36	839	833	782	838	931	787
OSTF1	18	10	16	66	68	74
RFK	172	183	173	172	195	171
UBQLN1	1146	1133	1027	1068	1124	1005
NAA35	553	520	472	471	477	500
C9orf40	186	200	193	159	166	135
ANXA1	34	31	38	43	31	39
CTSL	212	181	178	224	226	225
CEMIP2	1338	1357	1229	8	11	12
AGTPBP1	370	345	322	285	286	265
GOLM1	894	861	854	936	933	810
PSAT1	1133	1122	1013	702	701	631
ISCA1	201	181	166	220	200	192
ADAM19	490	457	427	10	17	16
HAVCR2	0	1	2	1	0	1
TAOK3	64	72	85	150	117	111
USP30	75	79	83	36	44	48
MSI1	144	149	150	125	119	108
FBXO21	436	455	393	487	479	484
OASL	8	7	2	4	2	2
HRK	26	26	17	8	13	10
RNFT2	139	160	129	175	151	138
P2RX4	145	140	133	134	133	118
BICDL1	100	96	78	84	77	81
DTX1	1	1	2	1	1	3
TRAFD1	333	359	305	294	291	281
DMTF1	670	629	580	496	500	475
TMEM243	134	104	110	156	165	146
CCDC146	4	7	2	3	0	3
TMEM60	89	79	70	41	43	43
CD36	0	0	1	538	599	585
PNPLA8	54	52	49	69	76	76
HILPDA	128	123	112	150	159	149
FAM71F1	0	3	2	0	0	0
RINT1	309	282	273	309	302	293
SRPK2	711	722	649	517	532	509
KCP	7	5	9	8	10	8
TES	405	402	365	193	177	187
MDFIC	190	203	202	245	248	261
MTO1	354	354	314	366	334	324
ADGRB3	20	24	14	3	1	0
ANKRD6	45	23	22	33	34	32
CEP162	241	214	212	161	166	185
SYNCRIP	1416	1423	1257	1272	1440	1262
SNX14	351	340	312	363	405	342
MRAP2	23	29	18	53	54	57
EPHA7	1111	1050	988	3	0	1
AKIRIN2	361	308	282	274	295	256
ORC3	460	468	405	357	360	362
LCA5	64	51	44	35	38	42
MAP3K7	793	772	731	552	580	564
PRR5L	5	5	5	2	1	0
LMO2	1	0	1	1	0	0
PHF21A	706	708	651	517	502	483
NAT10	1237	1202	1117	1228	1178	1075
PRRG4	35	43	31	5	4	3
CAPRIN1	2003	1967	1811	1770	1810	1670
ATP5MC2	338	332	305	303	314	301
DNAJC14	286	304	259	239	225	238
CD63	312	320	293	361	392	357
PRPH	1	2	4	19	21	14
AVIL	6	8	9	5	4	9
AMHR2	0	0	0	1	0	0
GDF11	489	464	411	550	526	551
GLS2	6	13	6	0	0	1
ITGA7	19	31	17	25	23	24
FAM186B	5	3	6	7	11	3
RDH5	2	6	5	6	2	7
AGAP2	289	273	241	36	52	39
BLOC1S1	41	45	38	36	41	34
CDK4	712	689	620	537	555	478
PPP1R1A	6	4	2	0	0	0
TROAP	357	314	323	382	385	324
TSPAN31	146	126	135	12	24	15
B4GALNT1	514	503	441	772	734	673
TFCP2	526	506	466	529	549	503
COQ10A	91	109	109	56	53	58
PAN2	153	124	104	101	112	94
ESPL1	878	828	719	1125	1019	950
ZC3H10	111	95	102	89	73	66
HNRNPA1	991	997	869	884	974	849
SLC26A10	7	7	6	6	2	6
ACVR1B	179	159	151	99	73	86
OS9	628	593	564	628	590	564
MIP	2	0	0	0	0	1
KCNH3	28	23	19	416	378	322
LTV1	172	187	158	140	155	154
CD164	680	662	637	547	682	602
AFG1L	50	55	38	34	26	34
NHSL1	30	31	22	118	89	90
AHI1	212	218	170	266	289	277
PKIB	2	2	0	21	19	14
SMPD2	108	99	76	143	164	130
MICAL1	59	57	56	79	77	88
REPS1	373	363	303	427	417	406
STX11	4	2	2	2	0	0
TEC	31	20	26	46	50	63
PRADC1	172	148	128	172	171	160
SEMA4F	109	115	77	128	125	125
CCT7	1197	1221	1120	1202	1191	1071
EGR4	9	7	6	7	11	7
RAB11FIP5	363	350	298	390	384	353
SMYD5	462	440	418	440	422	390
DYSF	19	17	21	10	19	10
CCDC142	125	97	101	113	119	90
EMX1	0	0	0	12	5	1
KCNMB4	2	4	2	0	0	0
USP15	592	542	488	488	561	526
GNS	714	706	630	654	710	607
CPM	14	11	12	0	1	3
MDM2	1183	1189	1074	965	1041	984
KLHL36	297	301	253	407	400	342
MPHOSPH6	194	179	177	163	170	175
CHST5	4	2	3	1	4	0
KIAA0513	56	28	36	32	37	37
DYNC1LI2	985	994	880	964	1042	952
FBXL8	28	22	20	19	15	19
FHOD1	656	627	563	411	376	340
CCDC102A	214	208	170	112	115	109
SLC9A5	95	90	78	112	84	86
AGT	22	23	11	0	0	0
ZNF670-ZNF695	39	29	35	11	33	25
PCNX2	0	0	0	11	18	11
URB2	769	727	671	759	767	684
EGLN1	197	206	171	177	190	148
COG2	613	617	563	533	541	508
ABCB10	452	457	422	431	434	392
NTPCR	279	313	242	172	159	184
TAF5L	660	659	639	697	714	639
GLUL	128	103	98	4	0	1
STX6	580	562	541	571	570	556
RGS8	5	6	10	0	0	0
RNASEL	72	70	54	12	7	9
DHX9	2040	2002	1824	1861	1897	1687
KIAA1614	14	15	12	7	8	4
CEP350	1865	1770	1654	1482	1482	1427
NPL	141	132	121	19	23	21
NIBAN1	117	107	103	238	211	231
PIGC	325	359	279	481	497	479
LAMC1	2548	2434	2259	1475	1454	1366
RC3H1	1143	1098	993	699	730	696
SP110	80	105	100	16	30	20
MRPL44	287	266	222	222	242	235
DOCK10	30	35	30	3	1	3
TTLL4	1042	1030	928	716	691	665
USP37	655	630	571	428	469	437
HTR2B	60	59	41	67	79	81
ITM2C	806	772	707	546	553	521
SERPINE2	22	15	19	2	2	2
DNAJB2	263	238	243	296	233	226
WNT10A	0	0	1	1	3	2
TMBIM1	303	285	269	316	305	274
CYP27A1	2	4	1	0	3	2
EIF4E2	586	556	551	487	482	431
ARMC9	1672	1621	1520	1289	1281	1223
CAB39	540	520	461	374	397	429
COX5B	245	251	225	217	207	196
REV1	529	525	461	469	480	492
TSGA10	46	53	36	8	3	3
MFSD9	121	122	112	197	192	189
TMEM127	483	456	423	588	563	512
TGFBRAP1	544	527	480	524	493	462
GCC2	452	489	422	293	314	351
MRPS9	333	309	301	278	293	273
C2orf49	258	275	244	183	210	183
ANKRD36	298	275	259	293	278	270
EPC2	415	429	383	307	337	297
ARHGEF4	89	80	75	253	208	190
ISCU	303	333	289	223	242	213
ALDH1L2	1245	1204	1161	586	605	595
USP44	6	6	10	0	0	0
SCYL2	615	567	572	608	692	637
CKAP4	838	830	737	887	878	774
PLXNC1	84	82	80	8	5	3
APPL2	207	225	194	182	183	190
PWP1	542	495	463	550	586	529
DRAM1	243	238	252	177	197	192
WASHC4	646	652	592	482	586	515
SLC41A2	36	33	41	109	135	98
VILL	9	5	4	12	11	16
FLNB	1285	1204	1071	1133	1045	985
NEK3	166	150	143	78	83	73
VPS36	605	610	582	216	276	244
RNASEH2B	330	342	306	184	224	205
CKAP2	819	774	713	446	450	410
TBC1D4	699	676	588	458	487	438
THSD1	16	12	11	4	3	3
BORA	275	245	232	122	137	142
LRCH1	480	481	415	237	234	235
SUCLA2	374	348	322	187	186	183
RCBTB1	344	362	290	189	185	185
MED4	261	271	246	123	149	147
PHF11	113	102	105	44	33	45
RPL13AP25	4	6	3	3	2	1
COG3	308	306	280	178	136	153
LMO7	46	55	37	77	67	61
ITM2B	360	299	300	161	183	171
SPRY2	888	892	799	634	616	547
NUDT15	256	286	247	127	169	146
EDNRB	3	2	3	0	0	0
RCBTB2	175	147	134	10	10	12
LCP1	33	24	32	7	5	5
SETDB2	117	91	91	50	55	49
SCRN1	1113	1131	980	1013	999	952
C7orf25	9	17	16	8	8	8
TNS3	97	82	89	13	13	11
CHST12	378	359	328	164	159	143
IGF2BP3	656	606	578	632	655	650
RAC1	554	555	545	516	569	502
KDELR2	687	683	627	559	620	563
NUP42	217	203	196	164	179	155
ZDHHC4	263	248	232	186	196	181
BZW2	599	609	522	752	801	696
DGKB	21	17	15	2	2	1
TBRG4	781	770	663	783	824	679
DDX56	631	622	544	710	673	578
HUS1	251	242	214	174	187	151
NACAD	0	1	1	0	0	0
DBNL	644	657	550	590	571	548
CCM2	270	279	238	315	311	273
MYO1G	5	3	6	3	6	6
TTYH3	703	673	629	646	586	506
CIDEB	0	7	4	1	0	1
TTC5	233	226	212	149	188	175
NKX2-8	2	2	3	0	2	1
NKX2-1	32	29	40	0	0	0
ZFHX2	346	347	311	200	147	178
MTHFS	21	14	15	11	15	16
ADAMTS7	94	64	48	63	63	61
ABHD17C	203	219	174	239	264	234
IREB2	979	998	902	685	754	692
ALPK3	2	5	4	6	8	4
TM6SF1	1	2	0	2	1	0
CIB2	159	173	157	189	177	169
CALCOCO2	430	406	428	296	295	277
RSAD1	329	312	255	390	365	319
NMT1	1116	1093	975	886	838	794
MYCBPAP	5	2	9	0	0	0
SRSF1	606	619	519	501	565	528
VEZF1	406	395	335	422	399	419
TACO1	236	235	214	218	195	178
TEX2	661	654	558	787	807	770
DCAF7	1087	1004	997	1133	1134	1100
LIMD2	85	89	84	33	31	33
BRIP1	563	561	560	467	443	462
KAT7	653	616	593	506	462	449
RTP4	4	5	2	0	0	0
ACTL6A	480	478	422	450	465	450
NDUFB5	298	299	292	216	238	213
MRPL47	288	252	241	241	247	232
TRA2B	1597	1611	1370	1226	1406	1284
SCN2A	156	158	134	27	24	24
TBR1	2	4	2	1079	1065	1021
MARCHF7	774	775	701	573	587	550
SCN7A	188	170	158	1	1	1
TANK	225	209	230	552	604	536
SKIL	1262	1227	1182	884	971	887
EPRS1	2173	2130	1936	1629	1615	1483
HLX	0	1	0	24	21	9
VPS45	349	327	303	250	267	250
KCTD3	791	815	724	712	713	671
RPS6KC1	503	484	415	434	465	405
CBWD2	85	84	76	78	71	66
SMPD4	817	780	666	771	744	698
WDR33	1253	1211	1048	858	865	822
CCDC115	96	98	97	127	121	102
SAP130	668	627	622	604	550	578
BIN1	395	397	366	339	306	275
IMP4	596	580	527	717	732	640
HS6ST1	233	228	184	187	143	153
UGGT1	1556	1486	1313	1561	1553	1447
STAM	345	310	281	307	283	270
GAD2	4	3	4	0	0	0
ABI1	339	350	299	308	329	287
YME1L1	1145	1175	1051	1025	1066	973
DNAJC1	304	291	298	393	387	353
NIPSNAP3A	44	36	47	41	44	42
LRRC8A	543	475	460	564	526	472
CDK9	385	365	338	366	339	310
TXN	229	236	200	213	226	188
ODF2	978	964	855	1004	970	861
ECPAS	1807	1738	1604	1669	1647	1470
TOR1B	253	225	210	384	402	373
C9orf78	393	356	340	395	379	337
SMC2	1056	1082	1031	930	1034	916
KLF4	0	1	0	3	1	0
TOR1A	416	433	382	365	374	336
RALGPS1	44	59	33	57	56	38
NIBAN2	523	433	423	699	671	591
ST6GALNAC4	212	174	196	299	324	270
TMOD1	1	5	1	9	5	3
DAB2IP	1078	1032	946	277	283	239
STXBP1	543	527	473	736	738	689
SLC2A8	144	151	118	155	139	127
ANGPTL2	159	133	126	110	88	86
CDK5RAP2	1198	1185	1074	1056	1028	1005
ZFP37	110	101	97	114	130	109
SLC31A2	41	36	37	51	48	38
SLC31A1	683	664	590	402	431	378
TLR4	4	2	3	0	0	0
ZNF189	331	304	287	211	213	215
STX17	583	579	519	263	269	265
PRPF4	731	699	635	702	698	666
FPGS	389	368	354	448	421	374
USP20	128	120	107	121	104	85
BAAT	1	3	3	5	3	2
KIF12	1	0	1	2	0	1
ATP6V1G1	278	288	265	297	312	298
TEX10	740	713	671	549	555	512
GARNL3	120	107	83	157	163	176
MRPL50	275	275	237	199	210	200
DPM2	292	280	243	308	299	263
WDR38	1	2	1	3	2	3
TSTD2	274	277	265	179	213	175
GABBR2	13	6	2	34	39	27
PSMB7	474	465	419	442	447	401
NR5A1	1	1	2	0	1	0
TRMO	113	113	113	102	107	102
RABEPK	287	288	251	284	267	270
GOLGA1	211	198	168	291	334	306
XPA	112	112	92	86	86	85
NCBP1	921	884	830	725	745	717
ANP32B	789	783	738	725	732	704
PDCL	223	201	180	105	148	137
RPL35	268	260	231	276	283	268
CTSV	203	176	187	168	177	168
LMX1B	0	4	3	251	213	172
ARPC5L	322	295	265	350	357	315
DSCC1	290	277	235	275	306	264
DERL1	505	424	416	585	585	544
MYC	852	813	736	1022	973	912
IL33	0	0	0	2	2	2
DMAC1	257	239	217	126	151	130
RANBP6	393	337	332	225	235	221
POLR1E	540	530	465	585	575	534
PLAA	669	657	589	508	535	494
IL11RA	72	75	48	77	57	65
UBAP2	884	846	818	858	823	770
APTX	321	288	258	290	254	252
RNF38	432	402	370	223	224	216
TLN1	2240	2183	1898	1991	1861	1681
DNAJB5	47	47	45	58	51	44
SPAG8	3	2	7	4	4	2
DCTN3	176	142	141	133	140	131
CD72	2	3	1	0	2	1
TMEM8B	41	42	38	21	32	33
GRHPR	576	532	459	553	556	526
ALDH1B1	670	622	538	735	753	646
HINT2	19	9	14	17	14	13
ARHGEF39	242	227	196	245	218	219
IGFBPL1	0	2	3	1	2	4
DENND4C	599	616	528	564	582	566
RPS6	650	623	582	630	652	629
CNPY3	288	275	250	254	244	212
FOXP4	621	628	570	687	608	581
PPIL1	342	333	298	268	283	243
KLC4	87	88	74	38	33	28
KIF13A	645	641	638	669	654	628
ZSCAN9	159	130	135	135	125	126
PIM1	528	517	454	37	23	23
GMPR	0	0	0	1	5	4
CMTR1	503	488	458	436	397	364
TFAP2A	1	1	2	2	0	0
YIPF3	349	327	263	287	269	247
TMEM14B	171	178	148	124	134	129
TMEM63B	377	360	303	279	236	211
FRS3	39	50	46	37	42	38
TJAP1	332	327	307	350	304	298
KIAA0319	4	10	7	22	17	34
SLC22A23	21	23	35	14	20	15
TUBB2A	42	48	38	126	122	114
LRRC1	112	104	94	131	144	137
FOXF2	0	0	0	11	14	11
BPHL	156	156	128	132	157	127
RIPK1	431	405	416	428	446	425
TUBB2B	10	10	6	1	1	0
UQCC2	278	263	251	192	187	165
HMGA1	1041	990	976	995	988	946
TCF19	311	278	250	295	302	286
FLOT1	536	490	458	380	355	317
IER3	265	275	224	175	174	175
MDC1	954	881	859	782	696	718
PGBD1	91	103	100	83	98	89
ATAT1	177	173	153	171	151	125
TPMT	114	108	84	170	178	171
RNF144B	8	11	4	0	0	2
NRM	187	203	191	145	136	107
MTCH1	749	717	635	613	656	585
VARS2	499	448	404	487	469	436
TAF8	309	284	244	254	258	243
FAM8A1	292	290	241	224	259	250
C6orf52	9	6	3	1	1	3
CPEB2	1	1	3	35	33	34
FHDC1	16	9	17	4	4	2
MGARP	4	1	1	0	1	2
MYO7A	28	25	27	66	54	53
FCHSD2	514	473	449	494	455	430
ARRB1	135	123	86	210	175	191
THAP12	429	401	348	356	371	371
ANKRD42	182	150	152	294	293	271
IL18BP	97	91	89	85	79	76
NUMA1	2083	2048	1859	1957	1732	1632
CCDC90B	287	258	231	188	227	214
SYTL2	17	25	35	215	216	209
RAB30	67	70	56	48	53	52
CREBZF	781	794	716	1020	1073	962
LRRC32	19	24	17	2	1	1
PRCP	331	311	293	347	359	337
NARS2	170	163	159	145	154	137
RNF121	242	230	192	254	214	218
MRPL15	334	330	274	349	343	329
PI15	3064	3146	3048	96	106	123
TTPA	17	12	11	33	32	25
GGH	137	132	132	218	229	202
SULF1	29	15	17	0	1	0
TGS1	689	671	621	629	680	633
SDCBP	150	150	138	157	177	170
NEK1	194	204	179	170	173	172
DDX60	415	394	381	20	20	20
SORL1	72	59	53	16	18	9
BUD13	336	335	308	311	315	281
CFAP300	18	23	27	10	19	24
DCUN1D5	465	459	436	421	434	410
YAP1	1382	1442	1233	1146	1226	1067
SLC37A4	296	294	266	265	300	234
BTG4	1	3	2	0	0	0
RDX	1077	1055	1004	1254	1343	1222
PPP2R1B	756	744	608	444	504	439
FDX1	140	131	111	309	355	292
C11orf1	77	75	78	37	46	35
FXYD6	0	0	0	2	6	1
ARHGAP20	0	0	0	95	93	104
CASP1	177	185	166	0	0	0
CASP5	5	3	2	0	0	0
ALKBH8	156	169	182	161	146	167
MAP2K5	151	129	124	137	136	154
UNC13C	615	584	559	1191	1243	1189
SQOR	2	0	2	9	8	5
CTDSPL2	859	904	807	671	763	690
SLTM	1090	1066	1012	939	882	881
THBS1	1432	1483	1215	2	4	4
MAPKBP1	524	480	407	511	488	397
NUSAP1	7	4	5	2	6	5
NDUFAF1	144	145	141	92	110	96
KIF23	906	801	753	951	979	945
ITGA11	2	1	0	0	0	0
KNL1	1089	1112	1003	1073	1116	1128
HAUS2	317	302	263	385	411	355
RTF1	981	923	850	847	812	766
PARP6	286	277	262	244	239	231
RPLP1	467	444	380	467	446	429
PAQR5	7	3	12	41	37	39
LRRC49	141	131	129	60	56	47
TUBGCP4	595	580	569	655	692	651
RMDN3	368	370	314	303	325	278
ITPKA	158	162	159	346	332	290
UACA	2536	2554	2359	256	239	306
SMAD6	611	631	539	313	340	301
TMEM62	88	78	77	132	148	123
PAK6	3	2	3	1	1	2
ADAM10	971	979	861	686	741	711
STRA6	178	159	139	0	0	0
ZNF280D	185	192	185	112	123	109
SEMA6D	203	178	184	0	0	0
RSL24D1	409	409	374	386	445	387
SPTBN5	3	3	7	4	5	4
GCOM1	2	1	2	3	2	1
GCHFR	80	77	58	64	56	63
BCAR3	47	54	32	14	14	16
TTLL7	14	22	15	103	122	111
FNBP1L	396	410	409	56	74	53
KYAT3	292	289	261	64	78	67
GTF2B	191	178	155	74	75	78
RABGGTB	606	602	504	613	707	651
IFI44L	3	8	4	6	5	4
ARHGAP29	2	4	1	0	0	0
SLC44A5	6	9	5	0	0	0
RPL7P9	58	51	49	58	63	48
DBT	388	372	324	128	132	126
RTCA	362	327	303	148	152	159
IFT172	219	178	170	87	97	93
